Bundesland;Name der Institution;Ort;Einrichtungsart;Trägerschaft Hochschulkompass;OA-Webseite der Institution;OA-Webseite der Institution URL;OA-Beauftragte*r;OA-Beauftragte*r Name;OA-Beauftragte*r URL;OA-Beauftragte*r Quelle URL;Ansprechperson für OA;Ansprechperson für OA URL;(Funktions-)Emailadresse;OA Policy;OA Policy Datum2;OA Policy URL;OA-Strategie;OA-Strategie Datum;OA-Strategie URL;OS Policy;OS Policy Datum;OS Policy URL;Zs. Publikationsfonds;Zs. Publikationsfonds URL;Mono. Publikationsfonds;Mono. Publikationsfonds URL;Repositorium;Repositorium URL;Repositorium andere URL;OA-Verlag;OA-Verlag URL;OJS-Standort;OJS-Standort URL;OA-/OS-Preis;OA-/OS-Preis Kategorie;OA-/OS-Preis URL;Berliner Erklärung;Datum Unterzeichnung Berliner Erklärung;OA2020 Expression of Interest;DORA Institution;Jussieu- Appell;Bearbeiter*in;aktualisiert am;Name (Website Ministerium);Affiliation ROR;ROR ID;GRID ID;Wikidata ID;URL Webseite Institution
Baden-Württemberg;Hochschule Heilbronn;Heilbronn;Hochschule;öffentlich-rechtlich;ja;https://www.heilbronn.dhbw.de/studierende/campus/bibliothek/wissenschaftliches-publizieren-open-access.html;nein;NA;NA;NA;ja;https://www.heilbronn.dhbw.de/studierende/campus/bibliothek/wissenschaftliches-publizieren-open-access.html;"berenz[at]dhbw[?dot]de; kathrin[?dot]flohr[at]heilbronn[?dot]dhbw[?dot]de ";nein;NA;NA;nein;NA;NA;nein;NA;NA;ja;"https://www.heilbronn.dhbw.de/fileadmin/downloads/bibliothek/Antrag_Publikationsfonds_ausfuellbar_2018.pdf; https://www.heilbronn.dhbw.de/studierende/campus/bibliothek/wissenschaftliches-publizieren-open-access.html";nein;NA;ja;http://opus-hshn.bsz-bw.de/;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;03.06.2022;Hochschule Heilbronn;NA;https://ror.org/04g5gcg95;grid.461673.1;Q327693;https://www.hs-heilbronn.de/
Bayern;Hochschule für angewandte Wissenschaften Neu-Ulm;Neu-Ulm;Hochschule;öffentlich-rechtlich;ja;https://www.hnu.de/studium/im-studium/bibliothek/publizieren/open-access;nein;NA;NA;NA;ja;https://www.hnu.de/studium/im-studium/bibliothek/publizieren/open-access;elmar[?dot]buchner[at]hnu[?dot]de;ja;NA;https://www.hnu.de/fileadmin/user_upload/1_Studium/Bibliothek/Bilder/Open_Access_Policy_HNU.pdf;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://publications.hs-neu-ulm.de/;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;03.06.2022;Hochschule für angewandte Wissenschaften Neu-Ulm;NA;https://ror.org/03ggzay52;grid.466058.9;Q1622129;https://www.hnu.de/
Bayern;Technische Hochschule Deggendorf;Deggendorf;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;ja;https://www.th-deg.de/wissenschaftliche-publikationen;publikationen[at]th-deg[?dot]de;ja;2018;https://www.th-deg.de/Forschung/Publikationen/openaccess_policy_thd_2018.pdf;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Technische Hochschule Deggendorf;NA;https://ror.org/02kw5st29;grid.449751.a;Q468553;https://www.th-deg.de/
Bayern;Hochschule für Philosophie München;München;Universität;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für Philosophie München;Munich School of Philosophy;https://ror.org/02kqy4228;grid.461666.5;Q881849;https://www.hfph.de
Bayern;Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern;Bayreuth;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für Evangelische Kirchenmusik Bayreuth;NA;NA;NA;Q1622241;https://www.hfk-bayreuth.de/
Bayern;Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg;Regensburg;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg;NA;NA;NA;Q1622189;https://www.hfkm-regensburg.de
Bayern;Ostbayerisch-Technische-Hochschule Amberg-Weiden;Amberg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Ostbayerisch-Technische-Hochschule Amberg-Weiden;NA;https://ror.org/00gm0aw40;grid.462281.b;NA;https://www.oth-aw.de/
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;Nürnberg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-ohm/;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Technische Hochschule Nürnberg Georg Simon Ohm;NA;https://ror.org/00nggaz43;grid.454272.2;Q1503440;https://www.th-nuernberg.de/
Bayern;Hochschule für angewandte Wissenschaften Augsburg;Augsburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-hs-augsburg/;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für angewandte Wissenschaften Augsburg;NA;https://ror.org/016604a03;grid.440970.e;Q896468;https://www.hs-augsburg.de/
Bayern;Hochschule für Fernsehen und Film München;München;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für Fernsehen und Film München;NA;https://ror.org/01a7snz60;grid.449690.6;Q569350;https://www.hff-muenchen.de/
Bayern;Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt;Würzburg;Hochschule;öffentlich-rechtlich;ja;https://bibliothek.fhws.de/beratung/open-access/;nein;NA;NA;NA;ja;https://bibliothek.fhws.de/beratung/open-access/;lukas[?dot]burkhardt[at]fhws[?dot]de;ja;2021;https://bibliothek.fhws.de/fileadmin/bibliothek/dokumente/Open_Access_Policy_der_FHWS.pdf;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-fhws/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt;NA;https://ror.org/01k5h5v15;grid.449775.c;Q1622239;https://www.fhws.de/
Bayern;Technische Hochschule Ingolstadt;Ingolstadt;Hochschule;öffentlich-rechtlich;ja;https://www.thi.de/service/bibliothek/forschungs-und-publikationsservice/;nein;NA;NA;NA;ja;https://www.thi.de/service/bibliothek/forschungs-und-publikationsservice/;openaccess[at]thi[?dot]de;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-haw/home;NA;nein;NA;nein;NA;nein;NA;NA;ja;05.04.2022;nein;nein;nein;LM;06.06.2022;Technische Hochschule Ingolstadt;NA;https://ror.org/02bxzcy64;grid.454235.1;Q1622111;https://www.thi.de/
Bayern;Hochschule für angewandte Wissenschaften Kempten;Kempten;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-hs-kempten/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für angewandte Wissenschaften Kempten;NA;https://ror.org/02m4p8096;grid.200773.1;Q1622115;https://www.hs-kempten.de/
Bayern;Hochschule für angewandte Wissenschaften Coburg;Coburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-0-06;Hochschule für angewandte Wissenschaften Coburg;NA;https://ror.org/02p5hsv84;grid.461647.6;Q1622234;https://www.hs-coburg.de/
Bayern;Technische Hochschule Rosenheim;Rosenheim;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-rosenheim/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Technische Hochschule Rosenheim;NA;https://ror.org/03hbmgt12;grid.449770.9;Q263537;https://www.th-rosenheim.de/
Bayern;Technische Hochschule Aschaffenburg;Aschaffenburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;ja;https://www.th-ab.de/forschung/forschungsschwerpunkte/publikationen;Heike[?dot]Bruhn[at]th-ab[?dot]de ;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-h-ab/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Technische Hochschule Aschaffenburg;NA;https://ror.org/04sms9203;grid.465869.0;Q1523703;https://www.th-ab.de/startseite/
Bayern;Hochschule für angewandte Wissenschaften Landshut;Landshut;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-haw-landshut/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für angewandte Wissenschaften Landshut;NA;https://ror.org/056z5bx32;grid.449759.2;Q1622121;https://www.haw-landshut.de/
Bayern;Hochschule für Musik Nürnberg;Nürnberg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für Musik Nürnberg;NA;https://ror.org/05b7xvc63;grid.466106.3;Q1622205;https://www.hfm-nuernberg.de/home/
Bayern;Hochschule für Musik Würzburg;Würzburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Hochschule für Musik Würzburg;NA;https://ror.org/05m1pqv80;grid.466199.5;Q260107;https://www.hfm-wuerzburg.de
Bayern;Evangelische Hochschule für angewandte Wissenschaften - Evangelische Fachhochschule Nürnberg;Nürnberg;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;andere;NA;https://kidoks.bsz-bw.de/home;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;Evangelische Hochschule für angewandte Wissenschaften - Evangelische Fachhochschule Nürnberg;NA;https://ror.org/01tbgce33;grid.449031.b;Q475312;https://www.evhn.de/
Bayern;Akademie der Bildenden Künste Nürnberg;Nürnberg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;06.06.2022;NA;NA;https://ror.org/03yxw1t21;grid.465820.d;Q8876222;https://www.adbk.de/de/
Hessen;Hochschule Fulda;Fulda;Hochschule;öffentlich-rechtlich;ja;https://www.hs-fulda.de/hlb/service/weitere-serviceangebote/forschen-publizieren/open-access-publizieren;nein;NA;NA;NA;ja;https://www.hs-fulda.de/hlb/service/weitere-serviceangebote/forschen-publizieren/open-access-publizieren;openaccess[at]hlb[?dot]hs-fulda[?dot]de;ja;2018;https://www.hs-fulda.de/fileadmin/user_upload/HLB/PDF-Dateien/Service/open_access_leitlinie.pdf;nein;NA;NA;nein;NA;NA;ja;https://www.hs-fulda.de/hlb/service/weitere-serviceangebote/forschen-publizieren/open-access-publizieren/publikationsfonds;nein;NA;ja;https://fuldok.hs-fulda.de/opus4/home;NA;nein;NA;nein;NA;nein;NA;NA;ja;2018-10-24T00:00:00Z;nein;nein;nein;LM;25.05.2022;Hochschule Fulda;NA;https://ror.org/041bz9r75;grid.430588.2;Q453821;https://www.hs-fulda.de/
Bayern;Universität Regensburg;Regensburg;Universität;öffentlich-rechtlich;ja;https://oa.uni-regensburg.de/;ja;Dr. Gernot Deinzer;https://www.uni-regensburg.de/bibliothek/elektronisches-publizieren/open-access-beauftragter/index.html;NA;ja;https://oa.uni-regensburg.de/contact.html;oa[at]ur[?dot]de;ja;2011;https://www.uni-regensburg.de/assets/rechtsgrundlagen/open-access-policy.pdf;nein;NA;NA;nein;NA;NA;ja;http://oa.uni-regensburg.de/;nein;NA;ja;https://epub.uni-regensburg.de/;NA;ja;https://www.uni-regensburg.de/bibliothek/elektronisches-publizieren/gedruckte-publikationen/index.html;ja;https://www.uni-regensburg.de/bibliothek/elektronisches-publizieren/open-access-zeitschriften/index.html;nein;NA;NA;ja;2017-02-06T00:00:00Z;nein;nein;nein;LM;25.05.2022;Universität Regensburg;University of Regensburg;https://ror.org/01eezs655;grid.7727.5;Q574571;https://www.uni-regensburg.de/
Baden-Württemberg;Ruprecht-Karls-Universität Heidelberg;Heidelberg;Universität;öffentlich-rechtlich;ja;https://www.ub.uni-heidelberg.de/service/openaccess/Welcome.html;ja;Dr. Maria Effinger;https://www.ub.uni-heidelberg.de/allg/Mitarbeiter/effinger.html;NA;ja;https://www.ub.uni-heidelberg.de/service/openaccess/Welcome.html;"effinger[at]ub[?dot]uni-heidelberg[?dot]de; Faelsch[at]ub[?dot]uni-heidelberg[?dot]de";ja;2013;https://www.uni-heidelberg.de/de/universitaet/das-profil-der-universitaet-heidelberg/gute-wissenschaftliche-praxis/open-access-policy;nein;NA;NA;nein;NA;NA;ja;https://www.ub.uni-heidelberg.de/service/openaccess/publikationsfonds.html;ja;https://www.ub.uni-heidelberg.de/service/openaccess/publikationsfonds.html;ja;https://archiv.ub.uni-heidelberg.de/volltextserver/;NA;ja;https://heiup.uni-heidelberg.de/;ja;https://journals.ub.uni-heidelberg.de/;nein;NA;NA;nein;NA;nein;nein;nein;LM;25.05.2022;Ruprecht-Karls-Universität Heidelberg;Heidelberg University;https://ror.org/038t36y30;grid.7700.0;Q151510;https://www.uni-heidelberg.de/
Bayern;Universität Bayreuth;Bayreuth;Universität;öffentlich-rechtlich;ja;https://www.ub.uni-bayreuth.de/de/digitale_bibliothek/open_access/index.html;ja;Clemens Engelhardt;https://www.ub.uni-bayreuth.de/de/team/Engelhardt_Clemens/index.php;NA;ja;https://www.ub.uni-bayreuth.de/de/digitale_bibliothek/open_access/index.html;oa[at]uni-bayreuth[?dot]de;nein;NA;NA;ja;https://www.ub.uni-bayreuth.de/de/download/openaccess-strategie.pdf;2015;nein;NA;NA;ja;https://ub.uni-bayreuth.de/de/digitale_bibliothek/open_access/index.html;ja;https://uni-bayreuth.de/open-access;ja;https://epub.uni-bayreuth.de/;NA;nein;NA;ja;https://www.ub.uni-bayreuth.de/de/digitale_bibliothek/ojs_bayreuth/index.html;nein;NA;NA;nein;NA;nein;nein;nein;LM;25.05.2022;Universität Bayreuth;University of Bayreuth;https://ror.org/0234wmv40;grid.7384.8;Q702482;https://www.uni-bayreuth.de
Bayern;Universität Passau;Passau;Universität;öffentlich-rechtlich;ja;https://www.ub.uni-passau.de/publizieren/open-access/;nein;NA;NA;NA;ja;https://www.ub.uni-passau.de/publizieren/open-access/;"michael[?dot]zweier[at]uni-passau[?dot]de; lisa[?dot]spindler[at]uni-passau[?dot]de; corinna[?dot]zeitler[at]uni-passau[?dot]de";ja;2014;https://www.ub.uni-passau.de/fileadmin/dokumente/einrichtungen/universitaetsbibliothek/Homepage/Allgemeine_Bibliotheksverwaltung/Open_Access_Policy_der_Universitaet_Passau.pdf;nein;NA;NA;nein;NA;NA;ja;https://ub.uni-passau.de/publizieren/open-access/publikationsfonds/;ja;https://www.ub.uni-passau.de/publizieren/open-access/publikationsfonds/;ja;https://opus4.kobv.de/opus4-uni-passau/home;NA;nein;NA;ja;https://ojs3.uni-passau.de/;nein;NA;NA;nein;NA;nein;nein;nein;LM;25.05.2022;Universität Passau;University of Passau;https://ror.org/05ydjnb78;grid.11046.32;Q704468;https://www.uni-passau.de
Baden-Württemberg;Universität Ulm;Ulm;Universität;öffentlich-rechtlich;ja;https://www.uni-ulm.de/einrichtungen/kiz/service-katalog/wid/publikationsmanagement/oap/;ja;Uli Hahn;https://www.uni-ulm.de/index.php?id=1358;NA;ja;https://www.uni-ulm.de/index.php?id=1358;uli[?dot]hahn[at]uni-ulm[?dot]de;ja;2012;https://www.uni-ulm.de/einrichtungen/kiz/service-katalog/wid/publikationsmanagement/oap/open-access-resolution/;nein;NA;NA;nein;NA;NA;ja;https://uni-ulm.de/einrichtungen/kiz/service-katalog/wid/publikationsmanagement/oap/oa-foerderung/;nein;NA;ja;https://oparu.uni-ulm.de/xmlui/;NA;nein;NA;nein;NA;nein;NA;NA;ja;2012-05-11T00:00:00Z;nein;nein;nein;LM;25.05.2022;Universität Ulm;University of Ulm;https://ror.org/032000t02;grid.6582.9;Q835662;https://www.uni-ulm.de/
Hessen;Universität Kassel;Kassel;Universität;öffentlich-rechtlich;ja;https://www.uni-kassel.de/ub/publizieren/open-access;ja;Dr. Tobias Pohlmann;https://www.uni-kassel.de/ub/publizieren/open-access;NA;ja;https://www.uni-kassel.de/ub/publizieren/open-access;openaccess[at]bibliothek[?dot]uni-kassel[?dot]de;ja;2018;https://www.doi.org/10.17170/kobra-202102193325;nein;NA;NA;nein;NA;NA;ja;https://www.uni-kassel.de/ub/publizieren/open-access/publikationsfonds/zeitschriftenartikel;ja;https://www.uni-kassel.de/ub/publizieren/open-access/publikationsfonds/monografien;ja;https://kobra.uni-kassel.de/;NA;ja;https://www.uni-kassel.de/ub/publizieren/kassel-university-press.html;ja;https://www.uni-kassel.de/ub/publizieren/open-access/open-journal-systems.html;nein;NA;NA;ja;2004-07-23T00:00:00Z;ja;nein;nein;LM;25.05.2022;Universität Kassel;University of Kassel;https://ror.org/04zc7p361;grid.5155.4;Q833822;https://www.uni-kassel.de/uni/
Berlin;Universität der Künste Berlin;Berlin;Universität;öffentlich-rechtlich;ja;https://www.udk-berlin.de/service/universitaetsbibliothek/wir-ueber-uns/open-access-an-der-udk/;ja;Prof. Dr. Ariane Jeßulat;NA;http://www.open-access-berlin.de/akteure/ak-oa-beauftragte/index.html;ja;NA;friederike[?dot]kramer[at]udk-berlin[?dot]de;ja;2019;https://www.udk-berlin.de/fileadmin/2_dezentral/Universitaetsbibliothek/Universitaetsbibliothek/PDF/Open_Access_Policy_fuer_die_UdK_Berlin-01-2020.pdf;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-udk/home;NA;nein;nein;nein;NA;nein;NA;NA;ja;2019-06-05T00:00:00Z;nein;nein;nein;LM;25.05.2022;Universität der Künste Berlin;Berlin University of the Arts;https://ror.org/03eznrw16;grid.449445.c;Q55038;https://www.udk-berlin.de
Baden-Württemberg;Universität Mannheim;Mannheim;Universität;öffentlich-rechtlich;ja;https://www.bib.uni-mannheim.de/publizieren-und-open-access/;ja;Dr. Philipp Zumstein;https://www.bib.uni-mannheim.de/philipp-zumstein/;NA;ja;https://www.bib.uni-mannheim.de/publizieren-und-open-access/;philipp[?dot]zumstein[at]bib[?dot]uni-mannheim[?dot]de;ja;2017;https://www.bib.uni-mannheim.de/open-access-policy/;nein;NA;NA;nein;NA;NA;ja;https://bib.uni-mannheim.de/open-access-publikationsfonds/;nein;NA;ja;https://madoc.bib.uni-mannheim.de/;NA;nein;NA;ja;https://majournals.bib.uni-mannheim.de/;nein;NA;NA;nein;NA;nein;nein;nein;LM;25.05.2022;Universität Mannheim;University of Mannheim;https://ror.org/031bsb921;grid.5601.2;Q317070;https://www.uni-mannheim.de
Berlin;Technische Universität Berlin;Berlin;Universität;öffentlich-rechtlich;ja;https://www.tu.berlin/go5078/;ja;Prof. Dr.-Ing. Vera Meyer;NA;http://www.open-access-berlin.de/open-access/oa_berlin/index.html;ja;https://www.tu.berlin/go5078/;openaccess[at]ub[?dot]tu-berlin[?dot]de;ja;2017;https://https://www.tu.berlin/go4430;nein;NA;NA;nein;NA;NA;ja;https://www.tu.berlin/ub/forschen-publizieren/publizieren/finanzierung-von-open-access-publikationen/finanzierung-von-aufsaetzen-in-open-access-journalen/;ja;https://www.tu.berlin/ub/forschen-publizieren/publizieren/finanzierung-von-open-access-publikationen/finanzierung-von-open-access-buechern/;ja;https://depositonce.tu-berlin.de/;NA;ja;http://verlag.tu-berlin.de/;nein;NA;nein;NA;NA;ja;2016-08-15T00:00:00Z;nein;ja;nein;LM;25.05.2022;Technische Universität Berlin;Technical University of Berlin;https://ror.org/03v4gjf40;grid.6734.6;Q51985;http://tu.berlin/
Baden-Württemberg;Hochschule Offenburg;Offenburg;Hochschule;öffentlich-rechtlich;ja;https://z3.hs-offenburg.de/kompetenzzentrum-hochschulbibliothek/wissenschaftliches-arbeiten-und-publizieren/open-access-fragen-und-antworten;nein;NA;NA;NA;ja;https://www.hs-offenburg.de/service/infos-formulare-a-z-oeffentlich/open-access-policy/;moehringer[at]hs-offenburg[?dot]de;ja;2020;https://www.hs-offenburg.de/fileadmin/Einrichtungen/zentrale_Seiten/Verwaltung/Infos_A-Z_oeffentlich/OpenAccessPolicy.pdf;nein;NA;NA;nein;NA;NA;ja;https://z3.hs-offenburg.de/kompetenzzentrum-hochschulbibliothek/wissenschaftliches-arbeiten-und-publizieren/open-access-fragen-und-antworten;nein;NA;ja;http://opus.hs-offenburg.de;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;25.05.2022;Hochschule für Technik, Wirtschaft und Medien Offenburg;NA;https://ror.org/03zh5eq96;grid.440974.a;Q1622133;https://www.hs-offenburg.de
Berlin;Hochschule für Schauspielkunst Ernst Busch;Berlin;Hochschule;öffentlich-rechtlich;ja;https://www.hfs-berlin.de/studium/studium/open-access/;ja;Anika Wilde;NA;http://www.open-access-berlin.de/open-access/oa_berlin/index.html;ja;https://www.hfs-berlin.de/studium/studium/open-access/;openaccess[at]hfs-berlin[?dot]de;ja;2020;https://www.servicecenter-khs.de/joomla/uploads/5_2020.pdf;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-khs-berlin/home;NA;nein;NA;nein;NA;nein;NA;NA;ja;2021-03-16T00:00:00Z;nein;nein;nein;LM;25.05.2022;Hochschule für Schauspielkunst Ernst Busch;NA;https://ror.org/03py54049;grid.466263.3;Q895796;https://www.hfs-berlin.de/
Berlin;Humboldt-Universität zu Berlin;Berlin;Universität;öffentlich-rechtlich;ja;https://www.ub.hu-berlin.de/de/forschen-publizieren/open-access;ja;Prof. Dr. Andreas Degkwitz;https://www.ub.hu-berlin.de/de/forschen-publizieren/open-access;NA;ja;https://www.ub.hu-berlin.de/de/forschen-publizieren/open-access/kontakt-und-beratung;openaccess[at]ub[?dot]hu-berlin[?dot]de;ja;2006;https://www.ub.hu-berlin.de/de/forschen-publizieren/open-access/open-access-erklaerung;nein;NA;NA;nein;NA;NA;ja;https://www.ub.hu-berlin.de/de/forschen-publizieren/open-access/finanzierung/publikationsfonds-zeitschriftenartikel;ja;https://www.ub.hu-berlin.de/de/forschen-publizieren/open-access/finanzierung/publikationsfonds-monografien;ja;https://edoc.hu-berlin.de/;NA;nein;NA;nein;NA;ja;"besonderes Engagement beim Publizieren im Open-Access-Modell bzw. bei der freien Zugänglichmachung von Publikationen; erfolgreiche Durchführung eines Projekts oder Schaffung eines Produkts mit dem Ziel der Umsetzung und Stärkung von Open Access; besonderes Engagement bei der Kommunikation und Vermittlung von Open Access";https://www.ub.hu-berlin.de/de/forschen-publizieren/open-access/preis;ja;2006-05-09T00:00:00Z;nein;nein;nein;LM;25.05.2022;Humboldt-Universität zu Berlin;Humboldt-Universität zu Berlin;https://ror.org/01hcx6992;grid.7468.d;Q152087;https://www.hu-berlin.de/de
Baden-Württemberg;Hochschule Esslingen;Esslingen;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;ja;2018;https://www.hs-esslingen.de/fileadmin/media/Service_Einrichtungen/Institut_fuer_angewandte_Forschung/02_FoOrganisation/OpenAccess-Richtlinie_HE.pdf;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://hses.bsz-bw.de/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;25.05.2022;Hochschule Esslingen;NA;https://ror.org/056cezx90;grid.448696.1;Q1622101;https://www.hs-esslingen.de/
Baden-Württemberg;Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen;Nürtingen;Hochschule;öffentlich-rechtlich;ja;https://www.hfwu.de/hochschule-fuer-wirtschaft-und-umwelt-nuertingen-geislingen/elektronisches-publizieren/;nein;NA;NA;NA;ja;https://www.hfwu.de/hochschule-fuer-wirtschaft-und-umwelt-nuertingen-geislingen/elektronisches-publizieren/#c45292-1;elena[?dot]kubein[at]hfwu[?dot]de;ja;2018;https://www.hfwu.de/fileadmin/user_upload/Forschung/Dokumente/Open_Access_Policy_HfWU_2018-04_12.pdf;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://hfwu.bsz-bw.de/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;27.05.2022;Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen;NA;https://ror.org/02rqsa469;grid.449562.8;Q1622229;https://www.hfwu.de/
